,Company(Maker),Specific_Bean_Origin_or_Bar_Name,REF,Review_Date,Cocoa_Percent,Company_Location,Rating,Bean_Type,Broad Bean_Origin,Quality,Review_Year
256,Bonnat,Ceylan,81,2006,75.0,France,3.0,Missing,Sri Lanka,Average,1.0
257,Bonnat,Chuao,81,2006,75.0,France,4.0,Trinitario,Venezuela,Above Average,1.0
258,Bouga Cacao (Tulicorp),"El Oro, Hacienda de Oro",316,2009,77.0,Ecuador,3.25,Forastero (Arriba),Ecuador,Average,4.0
259,Bouga Cacao (Tulicorp),"El Oro, Hacienda de Oro",341,2009,100.0,Ecuador,1.5,Forastero (Arriba),Ecuador,Below Average,4.0
260,Bowler Man,Maya Mountain,1267,2014,70.0,United States,2.75,Trinitario,Belize,Below Average,9.0
261,Bowler Man,Conacado,1271,2014,70.0,United States,2.75,Missing,Dominican Republic,Below Average,9.0
262,Brasstown aka It's Chocolate,"Guasare, Zulia Prov.",1868,2016,70.0,United States,3.5,Criollo,Venezuela,Average,11.0
263,Brasstown aka It's Chocolate,"O'payo, Waslala",1868,2016,70.0,United States,3.75,Missing,Nicaragua,Above Average,11.0
264,Brasstown aka It's Chocolate,Conacado,1462,2015,68.0,United States,3.75,Missing,Dominican Republic,Above Average,10.0
265,Brasstown aka It's Chocolate,Maya Mountain,1255,2014,70.0,United States,3.75,Trinitario,Belize,Above Average,9.0
266,Brasstown aka It's Chocolate,Chuao,1355,2014,70.0,United States,4.0,Trinitario,Venezuela,Above Average,9.0
267,Brasstown aka It's Chocolate,Cooproagro,1125,2013,72.0,United States,3.0,Trinitario,Dominican Republic,Average,8.0
268,Brasstown aka It's Chocolate,"Camino Verde, Guayas",1125,2013,70.0,United States,3.25,Missing,Ecuador,Average,8.0
269,Brasstown aka It's Chocolate,Ghana,1129,2013,75.0,United States,3.5,Forastero,Ghana,Average,8.0
270,Brasstown aka It's Chocolate,"Chuao, Mantuano blend",1129,2013,85.0,United States,3.5,Trinitario,Venezuela,Average,8.0
271,Brazen,Elvesia P.,1514,2015,60.0,United States,3.0,Missing,Dominican Republic,Average,10.0
272,Brazen,Elvesia P.,1514,2015,80.0,United States,3.25,Missing,Dominican Republic,Average,10.0
273,Brazen,"Alta Verapaz, 2014",1514,2015,70.0,United States,3.5,Missing,Guatemala,Average,10.0
274,Brazen,Ambolikapiky P.,1518,2015,80.0,United States,2.75,Missing,Madagascar,Below Average,10.0
275,Brazen,Maya Mountain,1518,2015,80.0,United States,3.25,Trinitario,Belize,Average,10.0
276,Brazen,Ambolikapkly P.,1518,2015,60.0,United States,3.25,Missing,Madagascar,Average,10.0
277,Breeze Mill,Jamaica,1149,2013,70.0,United States,3.0,Trinitario,Jamaica,Average,8.0
278,Bright,Somia Plantation,1231,2014,72.0,Australia,3.0,Trinitario,Madagascar,Average,9.0
279,Bright,Marabel Farms,1231,2014,70.0,Australia,3.5,Missing,Dominican Republic,Average,9.0
280,Bright,"Camino Verde, Balao, Guayas",1231,2014,72.0,Australia,3.5,Missing,Ecuador,Average,9.0
281,Bright,Gran Couva,1235,2014,68.0,Australia,2.75,Trinitario,Trinidad,Below Average,9.0
282,Britarev,Ecuador,1638,2015,70.0,Russia,3.25,Missing,Ecuador,Average,10.0
283,Bronx Grrl Chocolate,Dominican Republic,1181,2013,68.0,United States,2.75,Missing,Dominican Republic,Below Average,8.0
284,Burnt Fork Bend,Trinidad,1299,2014,72.0,United States,3.25,Trinitario,Trinidad,Average,9.0
285,Burnt Fork Bend,Mindo,1299,2014,72.0,United States,3.5,Missing,Ecuador,Average,9.0
286,Burnt Fork Bend,Belize,1303,2014,72.0,United States,3.25,Trinitario,Belize,Average,9.0
287,Burnt Fork Bend,Blend,1303,2014,72.0,United States,3.25,Blend,Missing,Average,9.0
288,Burnt Fork Bend,"Ecuador, Bob Bar",1323,2014,60.0,United States,2.5,Missing,Ecuador,Below Average,9.0
289,Cacao Arabuco,Puerto Rico,1606,2015,70.0,Puerto Rico,2.5,Missing,Puerto Rico,Below Average,10.0
290,Cacao Atlanta,Tumbes,1215,2014,75.0,United States,2.5,Criollo,Peru,Below Average,9.0
291,Cacao Atlanta,"Dominican Republic, ""Love Bar""",502,2010,75.0,United States,2.5,Missing,Dominican Republic,Below Average,5.0
292,Cacao Atlanta,Dominican Republic w/ nibs,502,2010,75.0,United States,2.75,Missing,Dominican Republic,Below Average,5.0
293,Cacao Atlanta,Patanemo,600,2010,75.0,United States,2.25,Missing,Venezuela,Below Average,5.0
294,Cacao Barry,Grand 'Anse,1716,2016,65.0,France,3.5,Trinitario,Haiti,Average,11.0
295,Cacao Barry,Grand 'Anse,1716,2016,65.0,France,3.5,Criollo,Haiti,Average,11.0
296,Cacao Barry,Santo Domingo,586,2010,70.0,France,3.0,Missing,Dominican Republic,Average,5.0
297,Cacao Barry,Tanzania,300,2008,75.0,France,2.0,Missing,Tanzania,Below Average,3.0
298,Cacao Barry,Venezuela,141,2007,72.0,France,2.0,Missing,Venezuela,Below Average,2.0
299,Cacao Barry,Mexico,147,2007,66.0,France,3.0,Missing,Mexico,Average,2.0
300,Cacao de Origen,Chuao,1688,2015,77.0,Venezuela,3.5,Trinitario,Venezuela,Average,10.0
301,Cacao de Origen,Rio Caribe,1692,2015,75.0,Venezuela,3.25,Trinitario,Venezuela,Average,10.0
302,Cacao de Origen,Agua Fria; Sucre region,1391,2014,75.0,Venezuela,2.5,Missing,Venezuela,Below Average,9.0
303,Cacao de Origen,Macuare; Miranda; Chloe formula,1391,2014,74.0,Venezuela,3.25,Missing,Venezuela,Average,9.0
304,Cacao de Origen,"Chuao, Aragua region",1391,2014,75.0,Venezuela,3.5,Trinitario,Venezuela,Average,9.0
305,Cacao de Origen,"Chuao, Aragua region",1395,2014,70.0,Venezuela,3.75,Trinitario,Venezuela,Above Average,9.0
306,Cacao de Origin,Hacienda la Trinidad,1668,2015,74.0,Venezuela,3.25,Missing,Venezuela,Average,10.0
307,Cacao Hunters,Macondo,1816,2016,71.0,Colombia,3.75,Missing,Colombia,Above Average,11.0
308,Cacao Hunters,Perla Negra,1816,2016,74.0,Colombia,3.75,Missing,Colombia,Above Average,11.0
309,Cacao Hunters,Arhuacos,1662,2015,72.0,Colombia,3.75,Missing,Colombia,Above Average,10.0
310,Cacao Hunters,Sierra Nevada,1430,2014,64.0,Colombia,3.5,Missing,Colombia,Average,9.0
311,Cacao Hunters,Tumaco,1430,2014,70.0,Colombia,3.5,Missing,Colombia,Average,9.0
312,Cacao Hunters,"Boyaca, Aprocampa Coop, Pauna",1434,2014,69.0,Colombia,2.75,Missing,Colombia,Below Average,9.0
313,Cacao Hunters,Arauca,1434,2014,70.0,Colombia,3.25,Missing,Colombia,Average,9.0
314,Cacao Market,"Jutiapa, lot 050916D",1860,2016,70.0,United States,3.5,Trinitario,Honduras,Average,11.0
315,Cacao Prieto,"Criollo, Dominican Republic",991,2012,72.0,United States,3.75,Criollo,Dominican Republic,Above Average,7.0
316,Cacao Prieto,"Dominican Republicm, rustic",641,2011,72.0,United States,3.0,Missing,Dominican Republic,Average,6.0
317,Cacao Prieto,Dominican Republic,641,2011,66.0,United States,3.75,Missing,Dominican Republic,Above Average,6.0
318,Cacao Prieto,"Dominican Republic, rustic",647,2011,65.0,United States,3.25,Missing,Dominican Republic,Average,6.0
319,Cacao Sampaka,"Mahali, Kasai",1908,2016,70.0,Spain,3.5,Criollo,Congo,Average,11.0
320,Cacao Sampaka,Madagascar,508,2010,71.0,Spain,3.5,Trinitario,Madagascar,Average,5.0
321,Cacao Sampaka,Ecuador,523,2010,71.0,Spain,3.75,Missing,Ecuador,Above Average,5.0
322,Cacao Sampaka,Papua,523,2010,71.0,Spain,4.0,Missing,Papua New Guinea,Above Average,5.0
323,Cacao Sampaka,Grenada,537,2010,71.0,Spain,3.25,Trinitario,Grenada,Average,5.0
324,Cacao Sampaka,Venezuela,537,2010,71.0,Spain,3.5,Missing,Venezuela,Average,5.0
325,Cacao Sampaka,Venezuela,537,2010,77.0,Spain,3.5,Missing,Venezuela,Average,5.0
326,Cacao Sampaka,"Porcelana, Tabasco, La Joya",336,2009,70.0,Spain,4.0,Criollo,Mexico,Above Average,4.0
327,Cacao Sampaka,"Xoconusco, Chiapas",346,2009,70.0,Spain,4.0,Criollo,Mexico,Above Average,4.0
328,Cacao Store,Madagascar,1684,2015,70.0,Japan,3.0,Trinitario,Madagascar,Average,10.0
329,Cacao Store,Peru,1684,2015,70.0,Japan,3.25,Missing,Peru,Average,10.0
330,Cacao Store,Vietnam,1684,2015,70.0,Japan,3.5,Trinitario,Vietnam,Average,10.0
331,Cacaosuyo (Theobroma Inversiones),Piura,1173,2013,70.0,Peru,3.25,Missing,Peru,Average,8.0
332,Cacaoyere (Ecuatoriana),Amazonia,237,2008,63.0,Ecuador,3.5,Forastero (Arriba),Ecuador,Average,3.0
333,Cacaoyere (Ecuatoriana),Esmeraldas,237,2008,71.0,Ecuador,3.5,Forastero (Arriba),Ecuador,Average,3.0
334,Cacaoyere (Ecuatoriana),Bolivar,245,2008,82.0,Ecuador,2.5,Forastero (Arriba),Ecuador,Below Average,3.0
335,Cacaoyere (Ecuatoriana),Pichincha,259,2008,91.0,Ecuador,1.5,Forastero (Arriba),Ecuador,Below Average,3.0
336,Callebaut,Grenade,296,2008,60.0,Belgium,2.75,Trinitario,Grenada,Below Average,3.0
337,Callebaut,Baking,141,2007,70.0,Belgium,1.0,Missing,Ecuador,Below Average,2.0
338,C-Amaro,Cuba,1442,2014,75.0,Italy,2.5,Missing,Cuba,Below Average,9.0
339,C-Amaro,Dominican Republic,1442,2014,72.0,Italy,3.0,Missing,Dominican Republic,Average,9.0
340,C-Amaro,"Lago di Como, Blu",1442,2014,70.0,Italy,3.5,Blend,Missing,Average,9.0
341,C-Amaro,Ecuador,1185,2013,100.0,Italy,3.5,Missing,Ecuador,Average,8.0
342,C-Amaro,Venezuela,809,2012,80.0,Italy,3.0,Missing,Venezuela,Average,7.0
343,C-Amaro,Sao Tome,749,2011,78.0,Italy,2.25,Forastero,Sao Tome,Below Average,6.0
344,C-Amaro,Trinidad,765,2011,70.0,Italy,2.5,Trinitario,Trinidad,Below Average,6.0
345,Cao,Porcelana,1804,2016,75.0,United States,2.5,Criollo,Venezuela,Below Average,11.0
346,Cao,Tanzania,1804,2016,73.0,United States,2.75,Missing,Tanzania,Below Average,11.0
347,Cao,"Porcelana, Batch 5163",1804,2016,70.0,United States,3.0,Criollo,Venezuela,Average,11.0
348,Cao,Bolivia,1808,2016,75.0,United States,3.0,Missing,Bolivia,Average,11.0
349,Cao,Brazil,1808,2016,70.0,United States,3.25,Trinitario,Brazil,Average,11.0
350,Caoni (Tulicorp),Esmeraldas,237,2008,77.0,Ecuador,2.0,Forastero (Arriba),Ecuador,Below Average,3.0
351,Caoni (Tulicorp),Manabi,237,2008,77.0,Ecuador,2.5,Forastero (Arriba),Ecuador,Below Average,3.0
352,Caoni (Tulicorp),Los Rios,245,2008,77.0,Ecuador,2.75,Forastero (Arriba),Ecuador,Below Average,3.0
353,Caoni (Tulicorp),Manabi,266,2008,55.0,Ecuador,3.0,Forastero (Arriba),Ecuador,Average,3.0
354,Caoni (Tulicorp),Los Rios,269,2008,55.0,Ecuador,3.25,Forastero (Arriba),Ecuador,Average,3.0
355,Caoni (Tulicorp),Esmeraldas,269,2008,55.0,Ecuador,3.5,Forastero (Arriba),Ecuador,Average,3.0
356,Captain Pembleton,"Saidor Estate, Madang P.",1263,2014,70.0,New Zealand,3.5,Trinitario,Papua New Guinea,Average,9.0
357,Captain Pembleton,Kulili Estate,1263,2014,70.0,New Zealand,3.75,Missing,Papua New Guinea,Above Average,9.0
358,Caribeans,"Antigua, Special Reserve",1582,2015,72.0,Costa Rica,3.5,Missing,Guatemala,Average,10.0
359,Caribeans,"Talamanca, Raul-Kekoldo community",1586,2015,72.0,Costa Rica,3.25,Missing,Costa Rica,Average,10.0
360,Caribeans,Anselmo Paraiso Estate,1586,2015,72.0,Costa Rica,3.5,Missing,Costa Rica,Average,10.0
361,Caribeans,Costa Rica,841,2012,72.0,Costa Rica,3.0,Forastero,Costa Rica,Average,7.0
362,Caribeans,Costa Rica,845,2012,80.0,Costa Rica,2.75,Forastero,Costa Rica,Below Average,7.0
363,Carlotta Chocolat,Arauca,1884,2016,65.0,Colombia,3.0,Trinitario,Colombia,Average,11.0
364,Carlotta Chocolat,Tumaco,1888,2016,65.0,Colombia,3.25,Trinitario,Colombia,Average,11.0
365,Carlotta Chocolat,Cordoba,1888,2016,65.0,Colombia,3.25,Trinitario,Colombia,Average,11.0
366,Carlotta Chocolat,Huila,1888,2016,65.0,Colombia,3.5,Trinitario,Colombia,Average,11.0
367,Carlotta Chocolat,Cesar,1888,2016,65.0,Colombia,3.5,CCN51,Colombia,Average,11.0
368,Castronovo,"Maya Mtn, Batch 454, Heirloom",1724,2016,72.0,United States,4.0,Trinitario,Belize,Above Average,11.0
369,Castronovo,"the lost city, gracias a dias, batch 362",1570,2015,72.0,United States,3.5,Trinitario,Honduras,Average,10.0
370,Castronovo,"Duarte, Batch 360",1570,2015,70.0,United States,3.75,Criollo,Dominican Republic,Above Average,10.0
371,Castronovo,"Duarte, Batch 360",1570,2015,70.0,United States,3.75,Trinitario,Dominican Republic,Above Average,10.0
372,Castronovo,"Piaroa, Amazonas, Batch 350",1574,2015,72.0,United States,3.5,Missing,Venezuela,Average,10.0
373,Castronovo,Sierra Nevada,1347,2014,72.0,United States,3.5,Criollo,Colombia,Average,9.0
374,Castronovo,Sierra Nevada,1347,2014,72.0,United States,3.5,Trinitario,Colombia,Average,9.0
375,Castronovo,Arauca,1371,2014,76.0,United States,3.5,Criollo,Colombia,Average,9.0
376,Castronovo,Arauca,1371,2014,76.0,United States,3.5,Trinitario,Colombia,Average,9.0
377,Castronovo,Elvesia P.,1407,2014,70.0,United States,2.75,Trinitario,Dominican Republic,Below Average,9.0
378,Castronovo,Bolivia,1101,2013,70.0,United States,3.0,Trinitario,Bolivia,Average,8.0
379,Castronovo,Conacado,1101,2013,73.0,United States,3.5,Trinitario,Dominican Republic,Average,8.0
380,Castronovo,San Martin,1105,2013,70.0,United States,2.5,Criollo,Peru,Below Average,8.0
381,Castronovo,"Guaniamo, Amazonas",1105,2013,70.0,United States,3.25,Missing,Venezuela,Average,8.0
382,Castronovo,Nicaragua,1109,2013,72.0,United States,3.25,Trinitario,Nicaragua,Average,8.0
383,Castronovo,Tumbes,1153,2013,70.0,United States,2.75,Criollo,Peru,Below Average,8.0
384,Castronovo,Guaniamo,1153,2013,72.0,United States,3.0,Missing,Venezuela,Average,8.0
385,Cello,Ecuador,1247,2014,70.0,United States,2.5,Missing,Ecuador,Below Average,9.0
386,Cello,Peru,1247,2014,70.0,United States,2.75,Missing,Peru,Below Average,9.0
387,Cello,Venezuela,1251,2014,70.0,United States,2.75,Missing,Venezuela,Below Average,9.0
388,Cello,Bolivia,1251,2014,70.0,United States,3.0,Missing,Bolivia,Average,9.0
389,Cemoi,Equateur,404,2009,72.0,France,2.75,Missing,Ecuador,Below Average,4.0
390,Chaleur B,Uganda,1426,2014,70.0,Canada,2.75,Forastero,Uganda,Below Average,9.0
391,Charm School,Maya Mtn,1900,2016,70.0,United States,3.25,Missing,Belize,Average,11.0
392,Chchukululu (Tulicorp),Arriba,486,2010,55.0,Ecuador,2.75,Forastero (Arriba),Ecuador,Below Average,5.0
393,Chchukululu (Tulicorp),Los Rios,252,2008,75.0,Ecuador,3.0,Forastero (Arriba),Ecuador,Average,3.0
394,Chequessett,la Amistad,1235,2014,70.0,United States,3.5,Missing,Costa Rica,Average,9.0
395,Chloe Chocolat,Blend No. 1,672,2011,70.0,France,3.5,Missing,Missing,Average,6.0
396,Chocablog,Ecuador,1454,2015,70.0,United Kingdom,3.25,Missing,Ecuador,Average,10.0
397,Choco Del Sol,Maya Mountain w/ nibs,1407,2014,75.0,Germany,3.0,Trinitario,Belize,Average,9.0
398,Choco Del Sol,Maya Mountain,1407,2014,82.0,Germany,3.25,Trinitario,Belize,Average,9.0
399,Choco Dong,"Mekong Delta, early 2014 Harvest",1696,2015,70.0,South Korea,2.75,Trinitario,Vietnam,Below Average,10.0
400,Choco Dong,"Tawau, Oct. 2015 Harvest",1696,2015,70.0,South Korea,3.5,Trinitario,Malaysia,Average,10.0
401,Chocolarder,Peru,1482,2015,65.0,United Kingdom,2.5,Criollo,Peru,Below Average,10.0
402,Chocolarder,Peru + nibs,1482,2015,65.0,United Kingdom,2.75,Criollo,Peru,Below Average,10.0
403,Chocolarder,Dominican Republic,1514,2015,80.0,United Kingdom,2.5,Missing,Dominican Republic,Below Average,10.0
404,Chocola'te,Madagascar,647,2011,70.0,United States,3.75,Trinitario,Madagascar,Above Average,6.0
405,Chocola'te,Venezuela,647,2011,68.0,United States,3.75,Missing,Venezuela,Above Average,6.0
406,Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",1772,2016,90.0,United States,2.5,Missing,Peru,Below Average,11.0
407,Chocolate Alchemist-Philly,"Philly Blend, 5 plantations",1772,2016,80.0,United States,2.5,Missing,Missing,Below Average,11.0
408,Chocolate Con Amor,Wild Bolivian,1760,2016,70.0,United States,2.5,Missing,Bolivia,Below Average,11.0
409,Chocolate Con Amor,Uganda,1760,2016,70.0,United States,2.75,Missing,Uganda,Below Average,11.0
410,Chocolate Con Amor,Dominican Republic,1764,2016,60.0,United States,3.0,Missing,Dominican Republic,Average,11.0
411,Chocolate Con Amor,Dominican Republic,1764,2016,75.0,United States,3.0,Missing,Dominican Republic,Average,11.0
412,Chocolate Con Amor,Ocumare,1764,2016,80.0,United States,3.0,Criollo (Ocumare),Venezuela,Average,11.0
413,Chocolate Con Amor,Ecuador,1764,2016,70.0,United States,3.25,Missing,Ecuador,Average,11.0
414,Chocolate Con Amor,Nicaragua,1768,2016,80.0,United States,2.75,Missing,Nicaragua,Below Average,11.0
415,Chocolate Conspiracy,Peru,1259,2014,74.0,United States,2.75,Missing,Peru,Below Average,9.0
416,Chocolate Makers,Tres Hombres,1530,2015,75.0,Amsterdam,3.25,Trinitario,Dominican Republic,Average,10.0
417,Chocolate Makers,"Congo, Gorilla bar",1530,2015,68.0,Amsterdam,3.5,Forastero,Congo,Average,10.0
418,Chocolate Makers,"Peru, Awagum bar",1530,2015,80.0,Amsterdam,3.75,Criollo,Peru,Above Average,10.0
419,"Chocolate Tree, The",Maranon,1582,2015,69.0,Scotland,3.75,Forastero (Nacional),Peru,Above Average,10.0
420,"Chocolate Tree, The",Carenero Superior,1582,2015,80.0,Scotland,3.75,Trinitario,Venezuela,Above Average,10.0
421,"Chocolate Tree, The",Peru,1121,2013,70.0,Scotland,3.75,Forastero (Nacional),Peru,Above Average,8.0
422,"Chocolate Tree, The",Ecuador,919,2012,82.0,Scotland,2.5,Forastero (Arriba),Ecuador,Below Average,7.0
423,"Chocolate Tree, The",Peru,919,2012,68.0,Scotland,2.75,Criollo,Peru,Below Average,7.0
424,"Chocolate Tree, The",Madagascar,919,2012,72.0,Scotland,3.25,Criollo,Madagascar,Average,7.0
425,Chocolats Privilege,Xoconusco,1219,2014,70.0,Canada,2.5,Criollo,Mexico,Below Average,9.0
426,ChocoReko,Patanemo,1454,2015,77.0,Japan,3.0,Criollo,Venezuela,Average,10.0
427,Chocosol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,65.0,Canada,3.25,Missing,Mexico,Average,6.0
428,Chocovic,Xoconusco,478,2010,71.0,Spain,3.25,Criollo,Mexico,Average,5.0
429,Chocovic,Sambirano,478,2010,71.0,Spain,3.5,Trinitario,Madagascar,Average,5.0
430,Chocovic,Kendari,439,2009,60.0,Spain,3.25,Missing,Missing,Average,4.0
431,Chocovic,Tarakan,439,2009,75.0,Spain,3.25,Missing,Missing,Average,4.0
432,Chocovic,Ocumare,209,2008,71.0,Spain,3.5,Criollo,Venezuela,Average,3.0
433,Chocovic,"Bolivar, Guaranda",117,2007,71.0,Spain,2.5,Forastero (Arriba),Ecuador,Below Average,2.0
434,Chocovic,Guyave,117,2007,71.0,Spain,2.5,Trinitario,Grenada,Below Average,2.0
435,Chocovic,Maragda,117,2007,70.0,Spain,3.0,Blend,Missing,Average,2.0
436,Chocovivo,Tabasco,1522,2015,65.0,United States,2.5,Trinitario,Mexico,Below Average,10.0
437,Chocovivo,Tabasco,1522,2015,75.0,United States,2.5,Trinitario,Mexico,Below Average,10.0
438,Choklat,Ocumare,377,2009,80.0,Canada,2.5,Criollo,Venezuela,Below Average,4.0
439,Choklat,"Porcelana, Tabasco",377,2009,70.0,Canada,2.75,Criollo,Mexico,Below Average,4.0
440,Choklat,Brazilian,377,2009,70.0,Canada,3.0,Missing,Brazil,Average,4.0
441,Choklat,Brazilian,377,2009,80.0,Canada,3.0,Missing,Brazil,Average,4.0
442,Choklat,Ocumare,377,2009,70.0,Canada,3.0,Criollo,Venezuela,Average,4.0
443,Chokolat Elot (Girard),Guadeloupe,1149,2013,42.0,Martinique,2.75,Missing,Martinique,Below Average,8.0
444,Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,75.0,Canada,3.25,Missing,Mexico,Average,11.0
445,Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",666,2011,68.0,Canada,3.75,Forastero (Nacional),Peru,Above Average,6.0
446,Chuao Chocolatier,Choroni,445,2009,61.0,United States,3.0,Criollo,Venezuela,Average,4.0
447,Chuao Chocolatier (Pralus),Chuao,486,2010,77.0,United States,2.75,Trinitario,Venezuela,Below Average,5.0
448,Claudio Corallo,Terreiro Velho P.,470,2010,73.5,Sao Tome,3.75,Forastero,Sao Tome,Above Average,5.0
449,Claudio Corallo,Terreiro Velho P.,470,2010,73.5,Sao Tome,3.75,Forastero,Principe,Above Average,5.0
450,Claudio Corallo,Terreiro Velho P. w/ sugar crystals,209,2008,80.0,Sao Tome,3.0,Forastero,Sao Tome,Average,3.0
451,Claudio Corallo,Terreiro Velho P. w/ sugar crystals,209,2008,80.0,Sao Tome,3.0,Forastero,Principe,Average,3.0
452,Claudio Corallo,Terreiro Velho P.,227,2008,75.0,Sao Tome,4.0,Forastero,Sao Tome,Above Average,3.0
453,Claudio Corallo,Terreiro Velho P.,227,2008,75.0,Sao Tome,4.0,Forastero,Principe,Above Average,3.0
454,Claudio Corallo,Principe,252,2008,100.0,Sao Tome,1.0,Forastero,Sao Tome,Below Average,3.0
455,Claudio Corallo,Principe,252,2008,100.0,Sao Tome,1.0,Forastero,Principe,Below Average,3.0
456,Cloudforest,"Camino Verde P., Balao, Guayas, 2014",1486,2015,73.0,United States,3.5,Missing,Ecuador,Average,10.0
457,Coleman & Davis,Sambirano,1646,2015,75.0,United States,3.0,Trinitario,Madagascar,Average,10.0
458,Compania de Chocolate (Salgado),Sur del Lago,579,2010,70.0,Argentina,3.25,Missing,Venezuela,Average,5.0
459,Compania de Chocolate (Salgado),Carenero Superior,292,2008,80.0,Argentina,2.75,Trinitario,Venezuela,Below Average,3.0
460,Compania de Chocolate (Salgado),Moxos,292,2008,72.0,Argentina,3.25,Missing,Bolivia,Average,3.0
461,Compania de Chocolate (Salgado),Ocumare,292,2008,70.0,Argentina,3.75,Criollo,Venezuela,Above Average,3.0
462,Compania de Chocolate (Salgado),Esmeraldas,296,2008,88.0,Argentina,2.75,Forastero (Nacional),Ecuador,Below Average,3.0
463,Condor,Camino Verde,1630,2015,76.0,United States,3.5,Missing,Ecuador,Average,10.0
464,Confluence,"Tien Giang, 2015, batch 10-2-16",1916,2016,78.0,United States,2.75,Trinitario,Vietnam,Below Average,11.0
465,Coppeneur,"Ecuador, Puristique",1169,2013,65.0,Germany,3.25,Forastero (Nacional),Ecuador,Average,8.0
466,Coppeneur,Ghana Puristique,813,2012,85.0,Germany,3.5,Forastero,Ghana,Average,7.0
